0.0,0.0,541.0,226.9,297.5
0.0,579.0,318.5,300.2,200.5
586.5,458.8,484.5,371.5,414.0
376.0,219.2,168.9,457.0,204.9
525.5,375.0,435.2,374.0,388.0
208.9,463.8,140.0,214.4,215.0
470.8,345.2,370.0,336.5,328.0
254.2,419.2,253.1,286.8,230.8
417.2,206.8,138.5,178.9,111.7
365.8,272.0,227.2,176.1,111.4
352.2,190.2,122.9,118.8,0.0
304.0,144.2,133.0,0.0,0.0
0.0,0.0,230.5,534.5,186.8
0.0,178.8,517.5,146.8,221.6
162.0,538.0,293.0,143.6,218.5
556.0,428.2,427.8,413.0,398.5
401.0,495.2,391.8,395.8,303.0
493.2,314.5,300.8,333.2,286.5
439.0,361.0,281.2,300.8,237.1
432.2,284.5,226.0,237.2,175.4
384.0,259.2,224.8,178.4,191.2
364.2,168.2,93.06,99.6,117.75
333.8,168.5,190.6,144.9,0.0
110.3,281.0,147.6,0.0,0.0
0.0,0.0,170.4,110.3,505.0
0.0,314.2,355.8,501.0,302.5
219.1,130.0,477.0,38.66,157.9
438.2,295.0,153.0,288.5,165.6
523.0,356.5,429.8,341.5,378.5
230.5,446.0,141.6,224.9,111.7
463.8,332.5,359.5,290.5,303.5
195.9,394.0,178.5,175.9,102.0
411.8,269.5,292.2,248.2,221.6
117.06,355.5,131.1,163.0,105.6
355.2,203.8,205.0,114.4,0.0
185.0,303.0,182.0,0.0,0.0
0.0,0.0,354.5,481.0,242.9
0.0,262.0,346.2,283.2,544.0
419.5,253.1,47.56,245.2,293.8
153.8,112.56,502.5,157.5,264.0
221.1,542.5,196.2,251.6,228.0
549.0,446.2,433.5,384.2,406.5
312.2,483.8,181.0,224.0,285.5
488.8,396.5,392.0,344.8,328.5
337.5,435.0,263.2,250.8,258.2
433.2,251.4,284.8,238.6,229.5
385.8,253.8,250.8,166.9,0.0
376.8,185.2,196.8,0.0,0.0
0.0,0.0,199.9,212.9,462.8
0.0,199.6,59.1,308.0,469.5
279.8,222.5,243.1,217.1,540.5
285.5,301.2,303.2,540.5,285.5
101.8,106.0,497.5,99.8,123.25
217.0,530.5,223.9,191.6,206.2
542.0,411.8,417.8,366.0,375.8
326.8,477.5,271.8,312.0,213.1
481.8,313.2,283.5,257.0,211.2
409.2,204.4,192.2,188.4,165.6
420.0,248.4,213.4,180.9,0.0
249.6,359.5,100.56,0.0,0.0
0.0,0.0,164.0,180.4,397.8
0.0,183.2,161.5,399.8,208.4
263.8,296.2,344.5,346.2,459.2
95.3,146.8,208.0,292.8,501.5
304.5,306.5,387.5,517.5,352.2
100.44,123.1,471.8,72.75,150.8
365.8,516.5,373.0,392.0,295.5
517.5,251.2,338.8,318.8,235.2
455.0,260.8,226.8,241.4,166.2
456.2,270.8,239.1,177.4,194.1
384.2,141.9,133.5,139.8,0.0
391.8,162.0,220.1,0.0,0.0
0.0,0.0,192.4,377.5,230.9
0.0,163.5,284.0,194.4,441.0
222.5,145.2,195.9,434.2,272.5
280.2,304.0,357.0,502.8,391.2
310.8,372.5,428.8,385.0,568.5
118.06,260.0,286.8,557.0,179.5
128.0,221.4,527.0,131.9,45.84
332.2,347.2,293.8,488.0,170.9
568.0,301.0,362.8,240.0,355.2
414.5,156.9,209.9,197.9,20.8
492.0,249.8,279.0,245.8,0.0
220.9,410.5,183.4,0.0,0.0
0.0,0.0,182.1,246.4,373.0
0.0,163.9,197.6,233.4,431.0
241.9,250.6,227.0,436.0,238.1
331.5,356.5,394.2,333.2,498.0
249.5,429.8,268.8,383.0,275.5
403.5,355.8,404.0,403.8,561.0
213.0,490.0,245.4,263.8,242.9
64.1,178.0,517.5,174.9,56.06
215.0,531.0,323.5,258.8,216.8
556.5,264.2,347.2,252.9,259.5
346.8,489.2,241.9,174.5,0.0
254.4,417.2,130.0,0.0,0.0
0.0,0.0,75.5,294.2,125.0
0.0,144.1,148.1,149.4,359.0
85.8,137.8,102.25,67.0,392.8
198.2,195.6,231.8,260.8,423.8
192.8,149.5,268.2,263.0,478.2
280.2,305.5,348.8,396.8,485.5
308.8,345.5,384.8,353.0,546.5
369.8,435.2,425.2,550.5,323.2
130.4,194.0,507.5,71.5,72.56
477.8,333.0,157.4,238.4,108.0
525.5,73.9,240.9,145.6,0.0
386.5,274.5,147.9,0.0,0.0
0.0,0.0,56.16,285.0,149.9
0.0,152.4,212.2,337.5,226.1
162.8,192.8,246.1,388.2,224.1
193.5,260.5,331.5,300.2,440.5
160.1,250.1,229.9,421.8,234.4
366.2,336.5,388.2,364.5,496.0
263.0,430.2,280.2,263.8,304.5
393.2,330.0,461.5,445.8,559.5
267.5,305.8,229.6,547.0,235.6
159.5,191.6,517.5,110.5,51.6
451.5,281.2,45.8,192.6,0.0
540.0,209.2,216.6,0.0,0.0
0.0,0.0,111.7,264.0,210.9
0.0,84.44,160.6,196.4,323.0
131.2,114.8,154.9,177.2,354.8
202.9,233.2,253.0,263.0,374.0
178.5,234.9,264.2,257.2,418.2
276.8,282.8,290.0,344.5,423.5
291.0,309.2,297.5,348.0,474.8
323.5,370.5,346.0,477.5,396.0
370.0,378.5,435.8,428.2,536.5
214.2,290.8,233.8,524.0,299.0
194.9,152.8,487.2,321.8,0.0
354.8,509.5,195.0,0.0,0.0
0.0,0.0,119.9,282.8,140.4
0.0,190.8,199.4,249.2,336.2
106.56,156.9,88.94,335.2,200.1
249.1,233.9,278.5,250.2,393.0
155.9,241.0,182.4,224.8,384.0
288.2,294.2,345.2,311.0,443.0
222.2,306.2,263.2,439.5,272.8
365.5,334.2,392.8,393.8,495.8
254.2,243.8,254.5,488.0,331.5
423.0,394.5,438.5,434.0,552.5
186.9,253.9,214.4,541.0,0.0
157.1,223.4,502.5,0.0,0.0
