0.0,0.0,512.5,174.1,277.8
0.0,541.0,199.0,301.8,196.9
560.5,452.8,454.5,338.8,405.0
217.0,336.5,239.6,431.8,134.2
501.2,338.0,422.5,371.2,362.8
234.4,442.2,282.8,346.0,256.8
443.0,295.0,338.2,270.2,262.0
389.5,279.5,172.1,155.8,208.4
390.2,214.1,215.4,174.8,212.6
336.0,152.4,72.2,84.56,64.8
341.5,148.4,154.8,173.2,0.0
122.94,289.5,121.75,0.0,0.0
0.0,0.0,160.6,594.0,244.2
0.0,195.6,572.0,107.94,200.4
178.2,375.0,188.4,541.0,263.0
614.5,439.5,506.2,438.2,459.8
308.5,540.5,230.1,221.0,279.5
548.5,430.8,431.8,370.0,382.8
255.1,479.0,164.1,175.0,206.9
486.0,327.5,353.2,266.2,294.2
234.4,410.8,135.4,160.1,134.2
424.5,272.0,246.6,228.9,181.0
166.1,356.0,114.5,127.9,0.0
352.8,170.5,87.4,0.0,0.0
0.0,0.0,215.0,262.2,489.0
0.0,188.2,210.0,479.8,131.4
16.64,173.5,471.8,167.0,43.6
156.5,492.8,160.9,232.5,121.56
518.0,384.0,402.0,340.8,376.8
219.4,445.5,165.4,228.5,145.6
457.8,347.8,370.0,316.8,341.0
276.2,400.2,221.4,250.0,201.4
401.5,272.2,263.2,230.8,240.2
339.8,151.9,154.9,168.2,118.8
351.8,184.5,222.0,139.0,0.0
158.0,301.8,97.0,0.0,0.0
0.0,0.0,269.5,451.5,262.5
0.0,283.2,254.8,227.0,526.0
151.0,131.2,279.2,523.0,205.1
160.1,63.22,502.5,179.8,37.22
199.5,517.5,208.8,176.8,225.9
542.5,358.8,410.8,342.5,368.8
352.0,478.2,345.0,324.2,257.8
474.2,248.6,307.0,257.2,289.8
418.8,201.6,241.0,160.2,189.1
408.0,213.0,180.6,193.9,156.2
359.5,131.6,106.7,128.4,0.0
339.5,150.0,146.1,0.0,0.0
0.0,0.0,280.5,222.0,454.5
0.0,139.0,230.0,218.8,466.2
169.6,166.8,285.8,328.5,538.0
189.8,238.1,254.8,540.5,293.2
136.4,121.25,512.5,53.03,125.56
233.2,535.5,75.44,300.0,160.9
548.5,405.2,426.5,340.8,363.8
170.8,476.2,144.6,186.5,215.2
486.0,344.2,332.5,288.0,293.0
191.6,424.2,164.6,214.6,93.8
425.5,283.8,247.1,198.2,0.0
225.4,367.2,222.2,0.0,0.0
0.0,0.0,220.4,405.2,173.5
0.0,265.8,301.2,340.5,474.0
259.8,220.4,221.2,467.5,244.6
356.0,333.8,431.0,342.5,545.5
192.2,470.8,257.2,289.0,186.1
148.4,91.6,507.5,177.2,174.0
299.8,544.5,354.5,294.5,204.2
536.5,296.5,359.5,316.2,321.8
469.2,311.0,210.9,290.8,172.0
469.0,204.5,325.5,229.5,229.6
392.5,258.8,155.0,120.6,0.0
392.5,208.2,143.6,0.0,0.0
0.0,0.0,227.8,209.8,416.5
0.0,190.8,197.6,436.8,259.8
181.0,257.5,313.8,292.5,508.2
254.1,227.8,140.0,173.6,493.0
307.8,302.0,352.8,390.0,577.5
248.6,350.8,222.9,577.0,378.0
108.25,177.4,545.5,89.2,83.7
290.0,563.5,236.2,186.9,258.5
578.5,325.8,437.0,241.2,332.8
321.5,502.0,268.0,141.0,201.4
486.8,149.9,235.0,205.8,0.0
420.0,203.6,94.75,0.0,0.0
0.0,0.0,215.8,199.2,384.2
0.0,164.0,143.6,392.8,243.5
266.5,297.0,260.2,445.0,348.5
296.0,292.5,349.0,380.2,501.5
249.2,202.6,292.0,495.2,312.5
417.5,401.2,426.8,432.0,564.0
271.5,216.1,197.2,541.5,301.0
265.0,155.5,522.0,169.6,182.5
194.0,552.5,201.6,211.2,139.4
557.5,377.8,277.8,273.5,296.8
228.8,479.5,137.6,198.0,0.0
485.5,170.5,268.5,0.0,0.0
0.0,0.0,133.8,177.8,389.0
0.0,125.3,95.75,397.8,70.56
229.9,235.6,302.0,269.0,459.8
170.1,277.5,215.8,451.8,141.2
359.8,344.5,409.2,343.5,521.0
243.4,454.2,147.0,178.6,128.9
416.0,360.5,481.0,451.8,586.0
249.2,402.8,289.5,576.0,290.5
150.2,174.4,545.5,167.5,170.1
505.5,266.0,146.4,201.4,190.6
576.5,248.9,347.2,249.9,0.0
232.5,498.8,213.4,0.0,0.0
0.0,0.0,118.1,329.0,148.1
0.0,186.5,243.6,152.8,387.2
86.3,209.2,156.4,378.0,209.9
226.8,265.8,342.8,316.8,441.8
180.2,228.1,226.4,435.8,265.0
345.8,332.8,400.8,401.0,497.5
246.0,249.0,273.5,491.2,202.9
419.2,395.5,456.0,405.2,556.5
223.0,487.5,249.1,296.8,267.0
169.8,53.7,507.5,49.5,160.8
118.8,542.5,346.8,301.0,0.0
541.0,265.2,262.2,0.0,0.0
0.0,0.0,139.8,154.5,353.5
0.0,187.6,137.0,180.0,353.5
166.2,132.2,173.6,187.5,418.2
176.6,232.6,188.0,237.0,419.2
225.8,217.4,362.8,313.8,478.8
286.2,292.0,337.5,479.5,310.2
389.8,353.0,438.0,365.8,540.0
324.0,469.8,260.2,397.5,267.2
421.2,378.2,499.8,477.5,602.5
236.9,202.1,293.8,591.0,298.0
235.5,257.2,563.5,308.0,0.0
280.5,578.0,230.4,0.0,0.0
0.0,0.0,109.8,189.6,276.8
0.0,125.06,137.4,209.6,328.5
149.2,216.0,119.1,197.9,329.2
205.0,220.4,252.6,210.0,383.8
206.2,287.5,248.6,384.0,302.2
292.0,284.2,340.0,313.0,438.0
215.4,174.1,243.8,333.8,418.5
360.2,319.5,382.2,350.0,494.0
302.8,305.0,341.0,487.2,342.2
400.5,384.2,455.8,392.5,555.5
247.5,482.2,232.2,280.2,0.0
290.8,126.56,507.5,0.0,0.0
